,property_id,price,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_id,calculated_host_listings_count,arp_2019
976,391955,159,columbia st,Entire home,2,106,1.22,34,1960189,1,
977,392948,45,williamsburg,Private room,15,15,0.57,242,312722,4,3352.0
978,393016,104,hells kitchen,Private room,2,133,1.51,147,1303029,1,3796.0
979,393094,225,financial district,Entire home,4,27,0.31,169,1965972,1,5594.0
980,393682,100,nolita,Private room,5,61,0.7,188,1968502,1,3128.0
981,394026,90,greenpoint,Private room,2,2,0.02,89,1651591,2,3974.0
982,394111,75,briarwood,Private room,1,16,0.18,189,1947974,2,2020.0
983,394235,350,flatiron district,Entire home,7,0,0.0,0,1970839,1,6032.0
984,396636,135,harlem,Entire home,5,38,0.44,253,1981742,1,2609.0
985,397034,125,upper west side,Private room,1,25,0.28,311,70234,1,3749.0
986,397297,225,east village,Entire home,3,93,1.05,0,1982209,1,3241.0
987,397420,85,harlem,Private room,3,6,0.07,363,1985717,1,2609.0
988,398281,200,upper east side,Entire home,7,30,0.34,224,325790,1,3372.0
989,398283,250,south slope,Entire home,3,17,0.46,5,1989327,1,2575.0
990,399946,90,lower east side,Private room,10,67,0.77,301,1996265,1,4016.0
991,400039,130,bushwick,Entire home,30,53,0.68,0,1488809,1,2553.0
992,400466,90,prospect lefferts gardens,Entire home,30,32,0.37,50,1985759,1,2042.0
993,401579,298,carroll gardens,Entire home,30,131,1.84,296,462379,2,3194.0
994,401836,300,upper east side,Entire home,4,19,0.22,84,2005740,1,3372.0
995,402037,125,harlem,Private room,1,0,0.0,365,2006712,1,2609.0
996,403056,125,east harlem,Private room,3,74,0.84,212,2010724,3,2664.0
997,403264,145,midtown,Private room,3,165,1.88,181,1386983,2,5794.0
998,403668,147,east village,Entire home,2,16,0.18,0,2013117,1,3241.0
999,404502,123,williamsburg,Private room,3,269,3.09,158,242506,3,3352.0
1000,404923,88,windsor terrace,Entire home,3,243,2.75,217,2017752,1,2442.0
1001,405025,215,long island city,Entire home,2,59,0.94,335,2018042,1,3774.0
1002,405408,225,soho,Entire home,3,134,1.53,231,2020431,1,8880.0
1003,406926,269,nolita,Entire home,28,81,0.93,122,2027134,1,3128.0
1004,406992,145,williamsburg,Entire home,3,7,0.08,270,1952186,1,3352.0
1005,407469,75,bushwick,Private room,3,112,1.28,330,2015914,8,2553.0
1006,408491,145,greenwich village,Entire home,5,0,0.0,0,2034361,1,3727.0
1007,408983,229,prospect lefferts gardens,Entire home,2,92,1.05,321,520189,1,2042.0
1008,409262,300,boerum hill,Entire home,29,23,0.26,312,1621363,2,3035.0
1009,409293,100,east harlem,Private room,3,67,0.76,345,2010724,3,2664.0
1010,409666,75,brighton beach,Entire home,2,8,0.1,2,405225,1,1985.0
1011,411336,225,nolita,Entire home,2,244,2.81,252,2047776,2,3128.0
1012,411525,120,williamsburg,Private room,6,62,0.7,15,1697784,2,3352.0
1013,411918,160,crown heights,Entire home,5,125,1.47,169,2050338,3,2321.0
1014,412061,125,crown heights,Entire home,30,58,0.67,212,2051075,2,2321.0
1015,412180,95,bedford stuyvesant,Entire home,5,9,0.1,0,2051961,1,2442.0
1016,413504,119,williamsburg,Private room,3,137,1.57,296,1286417,1,3352.0
1017,413775,275,midtown,Entire home,2,16,0.24,167,2058589,1,5794.0
1018,413876,160,financial district,Entire home,1,36,0.57,365,2059155,1,5594.0
1019,414801,500,clinton hill,Entire home,1,54,0.65,365,319077,4,3057.0
1020,415304,175,east village,Entire home,14,1,0.03,0,2050328,1,3241.0
1021,416557,87,greenpoint,Entire home,6,39,0.47,258,2714164,2,3974.0
1022,417685,160,park slope,Entire home,1,145,1.76,257,119588,2,3172.0
1023,418291,125,east village,Private room,3,28,0.33,364,626289,1,3241.0
1024,419373,90,bedford stuyvesant,Entire home,2,206,2.4,236,2085639,1,2442.0
1025,419792,200,lower east side,Entire home,7,4,0.22,0,2087636,1,4016.0
1026,421554,250,bedford stuyvesant,Entire home,15,37,0.52,54,2096690,2,2442.0
1027,422040,99,upper west side,Private room,30,27,0.31,189,1090764,1,3749.0
1028,424192,325,hells kitchen,Entire home,30,18,0.21,364,2108853,1,3796.0
1029,424667,99,hells kitchen,Private room,1,134,1.54,265,2111060,1,3796.0
1030,424767,325,midtown,Entire home,2,197,2.25,207,2103888,1,5794.0
1031,424889,129,west village,Entire home,7,5,0.09,0,2076827,1,5794.0
1032,424930,130,crown heights,Entire home,28,5,0.06,196,905122,1,2321.0
1033,425784,190,vinegar hill,Entire home,4,8,0.09,0,2116807,1,3441.0
1034,428226,55,crown heights,Private room,2,62,0.71,57,2128778,2,2321.0
1035,430427,60,washington heights,Private room,2,13,0.15,0,820046,1,1954.0
1036,430665,250,upper west side,Entire home,1,8,0.09,0,2141109,1,3749.0
1037,431865,275,washington heights,Entire home,3,50,0.87,277,361855,2,1954.0
1038,432090,50,long island city,Private room,180,69,0.79,0,2148881,1,3774.0
1039,433218,125,prospect heights,Entire home,4,41,0.47,10,644941,1,4216.0
1040,433414,150,clinton hill,Entire home,20,89,1.04,247,287733,1,3057.0
1041,433914,70,east new york,Entire home,4,40,0.46,273,1906804,1,1863.0
1042,434792,138,gowanus,Entire home,3,106,1.22,189,2117078,1,3026.0
1043,435774,265,financial district,Entire home,4,33,0.39,0,2164138,1,5594.0
1044,435776,145,upper east side,Private room,5,2,0.09,365,2164452,1,3372.0
1045,435909,151,west village,Entire home,88,19,0.22,249,2165401,1,5794.0
1046,435946,208,financial district,Entire home,6,100,1.14,310,2165711,1,5594.0
1047,436510,200,williamsburg,Entire home,3,16,0.19,291,2168251,1,3352.0
1048,436619,110,east village,Private room,2,64,0.76,74,2168468,1,3241.0
1049,436824,58,harlem,Private room,1,17,0.31,289,200243,2,2609.0
1050,436916,55,harlem,Private room,2,7,0.08,0,2169825,1,2609.0
1051,437352,105,park slope,Entire home,115,15,0.17,219,290662,1,3172.0
1052,437906,350,east village,Entire home,5,4,0.07,0,2175110,1,3241.0
1053,438513,150,prospect lefferts gardens,Entire home,3,87,1.0,73,2177462,1,2042.0
1054,439750,55,williamsburg,Private room,150,10,0.14,97,1566042,1,3352.0
1055,439870,299,park slope,Entire home,20,0,0.0,149,1903758,1,3172.0
1056,442636,77,ridgewood,Entire home,3,289,3.3,85,1655939,1,2287.0
1057,442649,125,chelsea,Entire home,9,10,0.11,0,793225,1,6327.0
1058,443646,395,upper west side,Entire home,14,39,0.45,50,2204078,1,3749.0
1059,444171,189,bedford stuyvesant,Entire home,7,7,0.1,303,2206506,2,2442.0
1060,444430,49,mott haven,Private room,1,23,0.27,333,420542,1,2042.0
1061,446367,90,upper west side,Entire home,4,22,0.27,239,2216673,1,3749.0
1062,447766,100,kips bay,Private room,1,1,0.02,6,1109143,1,3048.0
1063,447840,299,williamsburg,Entire home,2,5,0.06,0,242506,3,3352.0
1064,448048,75,jackson heights,Private room,5,30,0.37,180,1267021,3,2153.0
1065,448049,69,jackson heights,Private room,7,55,0.64,318,1267021,3,2153.0
1066,449034,90,williamsburg,Private room,1,155,1.78,328,124357,3,3352.0
1067,449130,94,harlem,Private room,1,95,1.09,18,2229582,1,2609.0
1068,449660,80,windsor terrace,Private room,2,118,1.35,353,2233165,1,2442.0
1069,449680,100,longwood,Entire home,5,82,0.96,63,1812871,1,1843.0
1070,450009,39,canarsie,Private room,5,105,1.21,34,2219255,3,1821.0
1071,450577,250,upper west side,Entire home,3,73,0.84,284,2237267,1,3749.0
1072,450578,55,sunset park,Private room,7,28,0.32,333,9647066,2,1843.0
1073,450905,110,park slope,Private room,2,0,0.0,0,2228665,1,3172.0
1074,452068,200,kensington,Entire home,1,3,0.06,0,2246071,1,2042.0
1075,452541,142,windsor terrace,Entire home,3,120,1.4,222,2248545,1,2442.0
1076,453094,70,clinton hill,Private room,2,339,3.88,333,137814,3,3057.0
1077,453161,260,greenpoint,Entire home,2,7,0.09,0,2107905,1,3974.0
1078,453255,225,lower east side,Entire home,4,13,0.15,195,2252261,1,4016.0
1079,453317,59,bedford stuyvesant,Private room,21,6,0.07,0,1530310,3,2442.0
1080,454334,65,harlem,Private room,1,3,0.03,0,2257289,1,2609.0
1081,454763,99,inwood,Entire home,20,11,0.18,249,2259061,1,1787.0
1082,454929,239,east village,Entire home,2,67,1.33,78,1385575,1,3241.0
1083,455734,50,inwood,Entire home,2,123,1.47,21,2265389,1,1787.0
1084,455801,65,harlem,Private room,4,109,1.25,0,2265770,3,2609.0
1085,456110,139,chelsea,Entire home,4,23,0.27,0,2267508,1,6327.0
1086,456190,174,west village,Entire home,2,269,3.15,167,2267864,2,5794.0
1087,456457,315,west village,Entire home,3,7,0.08,0,1594083,1,5794.0
1088,456526,75,harlem,Private room,3,36,1.76,47,2270183,1,2609.0
1089,457829,210,east village,Entire home,1,178,2.06,0,2275829,1,3241.0
1090,458154,55,williamsburg,Private room,4,132,1.51,195,2268393,2,3352.0
1091,458377,229,williamsburg,Entire home,3,12,0.15,319,346366,1,3352.0
1092,459066,150,upper east side,Entire home,2,23,0.27,0,2282355,1,3372.0
1093,460036,129,kips bay,Entire home,2,47,0.55,177,2287727,1,3048.0
1094,460999,100,harlem,Entire home,8,8,0.11,0,128890,1,2609.0
1095,461050,200,williamsburg,Entire home,3,17,0.2,67,2286224,1,3352.0
1096,462454,89,lower east side,Private room,5,4,0.06,0,2298239,1,4016.0
1097,463107,250,crown heights,Entire home,90,19,0.22,311,2301624,1,2321.0
1098,464231,65,bedford stuyvesant,Private room,7,2,0.02,0,1530310,3,2442.0
1099,465277,68,crown heights,Entire home,2,35,0.54,0,2065453,3,2321.0
1100,466277,235,williamsburg,Entire home,3,108,1.25,144,815977,2,3352.0
1101,466457,100,bedford stuyvesant,Entire home,3,182,2.15,220,2316542,1,2442.0
1102,467569,311,lower east side,Entire home,3,31,0.41,28,282315,1,4016.0
1103,467634,39,jamaica,Shared room,1,454,5.27,353,2321321,1,1954.0
1104,467866,100,west village,Private room,2,199,2.3,19,2321870,1,5794.0
1105,468613,1300,lower east side,Private room,1,0,0.0,0,2325861,1,4016.0
1106,470090,210,lower east side,Entire home,1,230,2.65,319,2332430,1,4016.0
1107,470370,55,crown heights,Private room,4,101,1.19,170,2120259,4,2321.0
1108,470498,65,battery park city,Private room,2,8,0.13,0,2334269,1,6882.0
1109,470709,165,williamsburg,Entire home,30,154,1.87,157,2335775,1,3352.0
1110,471712,89,morningside heights,Private room,28,69,0.81,80,1274269,1,2250.0
1111,471758,500,tribeca,Entire home,10,3,0.05,0,2339722,1,8411.0
1112,471845,145,bedford stuyvesant,Entire home,14,3,0.04,0,2220859,1,2442.0
1113,471914,110,prospect lefferts gardens,Private room,4,12,0.16,330,2147438,1,2042.0
1114,472052,180,upper west side,Entire home,5,13,0.15,0,2341078,1,3749.0
1115,472376,115,prospect heights,Entire home,2,10,0.17,0,1689040,1,4216.0
1116,472546,82,bushwick,Entire home,15,5,0.06,311,1600988,1,2553.0
1117,473592,70,long island city,Private room,1,144,1.68,340,2347382,2,3774.0
1118,473777,155,williamsburg,Entire home,5,10,0.12,0,2348973,1,3352.0
1119,474283,117,hells kitchen,Entire home,7,0,0.0,0,950232,1,3796.0
1120,475216,100,sunset park,Entire home,2,17,0.2,0,2355439,1,1843.0
1121,476527,89,east village,Entire home,30,57,0.67,0,2027013,6,3241.0
1122,476570,89,east village,Entire home,30,70,0.83,4,2027013,6,3241.0
1123,476571,99,east village,Entire home,30,62,0.74,8,2027013,6,3241.0
1124,476899,155,east village,Entire home,6,17,0.2,0,2363997,1,3241.0
1125,476983,85,harlem,Private room,1,439,5.12,238,277379,2,2609.0
1126,478053,80,two bridges,Private room,4,48,0.56,96,2368753,1,3130.0
1127,478385,135,kips bay,Entire home,3,134,1.56,236,2368133,1,3048.0
1128,478832,150,carroll gardens,Entire home,6,2,0.03,0,2371814,1,3194.0
1129,478949,380,chelsea,Entire home,3,16,0.19,0,1130454,1,6327.0
1130,479002,450,fort greene,Entire home,2,31,1.14,30,1708956,1,3174.0
1131,479263,145,williamsburg,Entire home,30,36,0.42,342,2373905,1,3352.0
1132,479285,80,sunnyside,Private room,3,1,0.01,330,2374190,1,2544.0
1133,479867,225,williamsburg,Entire home,2,338,3.9,225,2377104,2,3352.0
1134,480549,99,upper west side,Private room,3,117,1.41,0,2361715,1,3749.0
1135,481022,125,lower east side,Entire home,1,261,3.24,212,2382189,1,4016.0
1136,482365,80,hells kitchen,Entire home,30,32,0.37,365,914838,7,3796.0
1137,482765,100,fort greene,Private room,2,112,1.3,12,2389885,2,3174.0
1138,483414,55,bedford stuyvesant,Private room,2,22,0.26,297,1539749,4,2442.0
1139,483485,328,civic center,Entire home,2,319,3.78,112,1492619,1,
1140,483505,142,williamsburg,Entire home,7,69,0.85,261,2393537,1,3352.0
1141,484297,350,clinton hill,Entire home,4,10,0.12,0,2397411,1,3057.0
1142,484312,300,windsor terrace,Entire home,2,24,0.39,23,2306962,1,2442.0
1143,484728,105,fort hamilton,Entire home,30,3,0.05,30,2396741,1,1923.0
1144,485026,125,gowanus,Private room,31,17,0.2,331,2400932,2,3026.0
1145,486350,225,williamsburg,Entire home,7,13,0.15,0,2407024,2,3352.0
1146,488083,92,sunset park,Entire home,2,58,0.67,0,619154,1,1843.0
1147,489018,185,east village,Entire home,2,62,0.74,0,864370,1,3241.0
1148,489365,226,williamsburg,Entire home,3,203,2.85,38,2420670,1,3352.0
1149,489924,50,sunset park,Private room,2,33,0.39,20,1027283,1,1843.0
1150,489965,80,east harlem,Private room,3,47,0.66,0,2423067,2,2664.0
1151,490011,200,carroll gardens,Private room,5,0,0.0,342,2423401,1,3194.0
1152,490278,99,midtown,Entire home,14,30,0.35,317,2424873,1,5794.0
1153,490989,68,park slope,Entire home,3,2,0.05,0,2427385,1,3172.0
1154,491123,102,prospect heights,Private room,2,121,1.6,361,2427868,1,4216.0
1155,491529,220,park slope,Entire home,3,27,0.45,68,2429432,1,3172.0
1156,491942,199,upper west side,Entire home,3,24,0.3,0,1995093,1,3749.0
1157,491977,165,chinatown,Entire home,5,22,0.26,316,2431528,1,2531.0
1158,493177,150,chinatown,Entire home,2,162,1.92,231,2436633,1,2531.0
1159,493611,385,gowanus,Entire home,1,66,0.76,363,1407251,2,3026.0
1160,494296,75,columbia st,Private room,7,0,0.0,0,2442340,1,
1161,494937,499,soho,Entire home,2,63,0.76,26,1527535,1,8880.0
1162,495249,85,east elmhurst,Private room,1,219,2.63,305,2446219,2,2176.0
1163,495348,160,fort greene,Entire home,4,2,0.03,34,2389885,2,3174.0
1164,496166,249,south slope,Entire home,3,12,0.27,26,2450665,1,2575.0
1165,497370,80,gowanus,Private room,2,35,0.41,189,2455462,1,3026.0
1166,498052,120,williamsburg,Private room,1,124,1.46,292,2426779,1,3352.0
1167,498120,35,allerton,Private room,7,2,0.17,90,2459648,1,3006.0
1168,498859,169,brighton beach,Entire home,4,63,1.27,323,2462260,1,1985.0
1169,500845,220,east village,Entire home,4,162,1.88,341,1336370,1,3241.0
1170,500886,85,bedford stuyvesant,Private room,3,103,1.25,344,2206506,2,2442.0
1171,501041,300,upper west side,Entire home,7,0,0.0,0,1386685,1,3749.0
1172,501082,79,harlem,Private room,30,185,2.15,302,2471671,1,2609.0
1173,501098,90,williamsburg,Private room,4,219,2.54,30,2472680,1,3352.0
1174,501693,99,upper west side,Private room,1,280,3.51,246,1490833,1,3749.0
1175,502132,50,chelsea,Shared room,1,61,0.71,0,48599,2,6327.0
1176,502309,46,prospect lefferts gardens,Private room,1,184,2.14,362,2478675,5,2042.0
1177,502429,325,south slope,Entire home,3,116,1.37,203,2100968,1,2575.0
1178,503460,68,new springville,Private room,2,11,0.24,88,2483236,1,
1179,503529,198,soho,Entire home,3,9,0.1,0,2483293,1,8880.0
1180,503585,100,bedford stuyvesant,Entire home,5,4,0.05,0,2483766,1,2442.0
1181,503722,175,williamsburg,Entire home,2,15,0.29,64,2484383,1,3352.0
1182,503790,130,west village,Entire home,4,22,0.28,77,2484654,1,5794.0
1183,504322,180,greenwich village,Entire home,3,18,0.21,0,471928,1,3727.0
1184,504362,209,prospect heights,Entire home,3,56,0.65,160,2487309,1,4216.0
1185,504394,150,upper west side,Entire home,4,2,0.03,141,2487319,1,3749.0
1186,504437,104,lower east side,Entire home,3,57,0.7,6,2356449,1,4016.0
1187,505029,175,east village,Entire home,4,13,0.17,0,2490471,1,3241.0
1188,505231,80,upper east side,Private room,1,1,0.01,0,2490915,1,3372.0
1189,505315,68,bushwick,Private room,2,37,0.49,23,167417,1,2553.0
1190,506121,72,east village,Private room,5,451,5.26,13,2267153,2,3241.0
1191,506527,107,astoria,Entire home,30,24,0.29,262,864735,8,2620.0
1192,506571,150,east village,Entire home,7,19,0.32,24,2349977,1,3241.0
1193,506575,45,morris heights,Private room,3,190,2.21,329,2001830,2,1798.0
1194,507393,49,bedford stuyvesant,Private room,2,46,0.54,301,1539749,4,2442.0
1195,509989,349,flatbush ditmas park,Entire home,1,169,2.08,344,2472305,1,2231.0
1196,510218,185,upper west side,Entire home,2,165,1.92,259,2513726,1,3749.0
1197,510454,145,kips bay,Entire home,3,2,0.02,0,2515124,1,3048.0
1198,511436,96,williamsburg,Entire home,3,1,0.07,0,2519356,1,3352.0
1199,511733,120,bushwick,Entire home,5,3,0.04,0,1840766,1,2553.0
1200,511960,160,east village,Entire home,1,15,0.18,0,2521848,1,3241.0
1201,512209,800,brooklyn heights,Entire home,3,60,0.7,67,2521513,1,4528.0
1202,512210,349,crown heights,Entire home,2,320,3.85,260,2522854,1,2321.0
1203,512775,350,long island city,Entire home,2,182,2.2,272,2396295,1,3774.0
1204,513343,125,prospect heights,Entire home,30,1,0.01,341,2528671,1,4216.0
1205,513688,350,boerum hill,Entire home,2,134,1.56,56,2530670,1,3035.0
1206,514457,150,bedford stuyvesant,Entire home,10,10,0.17,185,2096690,2,2442.0
1207,514548,180,bushwick,Entire home,30,0,0.0,352,2533991,1,2553.0
1208,515392,200,chelsea,Entire home,1,60,0.78,260,2538544,1,6327.0
1209,516452,99,fort greene,Entire home,30,5,0.06,242,2542888,1,3174.0
1210,516461,130,chelsea,Entire home,5,9,0.1,0,2542895,1,6327.0
1211,516643,150,williamsburg,Entire home,3,1,0.01,0,2543761,1,3352.0
1212,516791,90,kensington,Entire home,10,33,0.39,269,696306,1,2042.0
1213,517626,95,williamsburg,Private room,1,10,0.14,0,2438262,1,3352.0
1214,517654,70,ridgewood,Entire home,30,3,0.04,0,78742,1,2287.0
1215,518566,82,upper east side,Private room,3,10,0.13,251,1497427,2,3372.0
1216,518576,250,bedford stuyvesant,Entire home,30,62,0.73,292,2155917,3,2442.0
1217,518960,90,harlem,Entire home,4,266,3.17,150,2155832,1,2609.0
1218,519310,75,woodside,Private room,2,251,2.92,317,1366310,2,2220.0
1219,521018,160,clinton hill,Entire home,14,3,0.04,0,2562882,1,3057.0
1220,521038,115,harlem,Private room,7,8,0.09,178,2563132,1,2609.0
1221,521522,150,south slope,Private room,4,5,0.06,0,2440317,1,2575.0
1222,521672,89,williamsburg,Private room,4,160,1.92,23,1720619,1,3352.0
1223,521806,69,rego park,Entire home,5,5,0.1,4,2389494,1,2220.0
1224,522081,170,chelsea,Private room,2,183,2.19,254,1413546,2,6327.0
1225,523123,375,south slope,Entire home,5,19,0.23,43,2572253,1,2575.0
1226,524111,118,east village,Entire home,3,141,1.66,13,62508,1,3241.0
1227,525120,135,chelsea,Entire home,6,42,0.49,170,184883,1,6327.0
1228,525293,250,concourse,Entire home,3,119,1.41,339,2556498,1,
1229,525388,200,greenpoint,Entire home,7,20,0.24,365,787204,1,3974.0
1230,525412,150,nolita,Entire home,5,5,0.06,0,1104814,1,3128.0
1231,525523,50,east harlem,Private room,2,16,0.62,60,2582890,1,2664.0
1232,526520,60,prospect heights,Private room,2,0,0.0,0,2576980,1,4216.0
1233,526532,100,harlem,Entire home,2,24,0.29,0,2492286,1,2609.0
1234,526923,265,flatiron district,Entire home,3,26,0.32,341,2589521,1,6032.0
1235,526942,90,upper east side,Private room,30,3,0.04,128,2205455,1,3372.0
1236,527076,175,upper east side,Entire home,2,0,0.0,0,2590219,1,3372.0
1237,528485,36,sunset park,Private room,10,5,0.07,44,17985,2,1843.0
1238,530247,250,upper west side,Entire home,4,2,0.03,0,2604437,2,3749.0
1239,530431,220,harlem,Entire home,3,194,2.42,338,2605064,1,2609.0
1240,530576,93,upper west side,Private room,14,88,1.03,176,263510,1,3749.0
1241,530632,275,crown heights,Entire home,5,2,0.1,357,1816331,1,2321.0
1242,531091,109,astoria,Private room,30,304,3.7,0,1787284,1,2620.0
1243,531208,450,williamsburg,Entire home,2,11,0.13,0,2495836,1,3352.0
1244,531258,165,greenwich village,Entire home,30,19,0.23,259,2609535,1,3727.0
1245,531455,80,prospect lefferts gardens,Entire home,7,23,0.27,20,1445298,1,2042.0
1246,532288,295,greenwich village,Private room,5,103,1.25,350,683230,3,3727.0
1247,532749,280,williamsburg,Entire home,7,82,0.98,41,2617850,1,3352.0
1248,533168,300,nolita,Entire home,30,92,1.09,106,2620162,1,3128.0
1249,533506,99,east village,Entire home,30,66,0.77,0,2027013,6,3241.0
1250,533625,175,bedford stuyvesant,Entire home,3,18,0.35,0,367815,2,2442.0
1251,533927,225,chelsea,Entire home,4,153,2.03,205,2624738,1,6327.0
1252,534897,230,chelsea,Entire home,6,6,0.09,0,2426404,1,6327.0
1253,535095,90,prospect heights,Private room,7,43,0.52,38,598770,1,4216.0
1254,535352,102,upper west side,Entire home,3,36,0.5,21,2630351,1,3749.0
1255,536578,59,bushwick,Private room,10,19,0.27,0,2635819,1,2553.0
1256,538344,195,east village,Entire home,2,160,2.31,68,2644519,1,3241.0
1257,538590,150,astoria,Entire home,3,74,0.87,365,2645592,2,2620.0
1258,539160,170,washington heights,Entire home,1,47,0.58,17,512878,2,1954.0
1259,539350,217,hells kitchen,Entire home,2,43,0.51,0,2640100,1,3796.0
1260,540057,185,harlem,Entire home,1,102,1.19,91,2653648,2,2609.0
1261,540489,58,little italy,Private room,6,18,0.21,0,2656413,1,2842.0
1262,541725,189,williamsburg,Entire home,4,33,0.44,1,1879389,2,3352.0
1263,542054,88,east village,Entire home,30,60,0.72,0,2027013,6,3241.0
1264,542203,195,hells kitchen,Entire home,3,22,1.61,59,1846051,2,3796.0
1265,543792,110,ridgewood,Entire home,5,107,1.25,276,865264,1,2287.0
1266,544039,120,sunset park,Entire home,14,0,0.0,0,2674637,1,1843.0
1267,544131,79,greenwich village,Private room,4,87,1.02,30,534328,1,3727.0
1268,544331,110,upper east side,Entire home,10,16,0.2,0,2676438,1,3372.0
1269,545261,200,clinton hill,Private room,3,2,0.02,365,746552,1,3057.0
1270,545651,69,prospect lefferts gardens,Private room,4,19,0.24,43,1785800,3,2042.0
1271,546383,55,flushing,Private room,1,474,5.53,332,2680820,3,2264.0
1272,546504,135,brooklyn heights,Entire home,4,5,0.06,0,2687009,1,4528.0
1273,546573,500,financial district,Entire home,2,63,0.75,79,1792568,1,5594.0
1274,547830,90,flatbush ditmas park,Entire home,3,0,0.0,157,2693076,1,2231.0
1275,548133,135,clinton hill,Entire home,3,28,0.4,211,2694451,1,3057.0
1276,548184,199,greenpoint,Private room,1,0,0.0,365,2694253,1,3974.0
1277,549873,90,east village,Entire home,2,5,0.09,0,2702563,1,3241.0
1278,550288,160,upper east side,Entire home,4,16,0.2,0,2684478,1,3372.0
1279,550653,65,windsor terrace,Private room,20,6,0.32,311,2706505,1,2442.0
1280,550777,210,upper west side,Entire home,3,25,0.3,347,2707053,1,3749.0
1281,550858,399,chelsea,Entire home,3,15,0.31,0,2277487,1,6327.0
1282,552141,300,lower east side,Entire home,1,45,0.62,111,2712998,1,4016.0
1283,552519,185,crown heights,Entire home,1,215,2.55,348,2715012,3,2321.0
1284,552639,220,harlem,Entire home,3,33,0.51,174,2518984,2,2609.0
1285,553516,121,prospect heights,Entire home,2,46,0.54,0,2261381,1,4216.0
1286,553565,120,inwood,Entire home,10,25,0.3,129,567226,1,1787.0
1287,553862,152,park slope,Private room,2,23,0.27,365,2647043,1,3172.0
1288,554165,250,gowanus,Entire home,2,57,0.67,25,1267900,1,3026.0
1289,555206,99,east village,Private room,6,80,1.01,0,1925503,1,3241.0
1290,557487,104,greenpoint,Entire home,11,22,0.26,0,2740824,1,3974.0
1291,559511,120,greenpoint,Entire home,5,40,0.54,0,2750389,1,3974.0
1292,560078,295,east village,Entire home,3,85,1.02,261,2753256,1,3241.0
1293,560406,90,carroll gardens,Entire home,4,1,0.01,0,2755668,1,3194.0
1294,563442,197,west village,Entire home,14,29,0.36,0,2770788,1,5794.0
1295,563496,145,greenwich village,Entire home,5,1,0.01,0,2770985,1,3727.0
1296,564049,90,upper west side,Entire home,30,23,0.27,0,2773585,1,3749.0
1297,564184,125,chelsea,Private room,2,42,0.5,172,2378357,1,6327.0
1298,564447,190,hells kitchen,Entire home,1,195,2.83,69,2775674,1,3796.0
1299,564751,76,upper west side,Shared room,2,158,1.91,324,2777672,3,3749.0
1300,565814,50,bedford stuyvesant,Private room,2,1,0.03,0,532819,1,2442.0
1301,566712,107,east village,Private room,1,115,1.4,85,2786764,1,3241.0
1302,566911,80,bedford stuyvesant,Entire home,4,42,0.49,245,2788488,1,2442.0
1303,567195,150,bedford stuyvesant,Entire home,5,3,0.04,0,2790324,1,2442.0
1304,568661,110,bushwick,Entire home,90,32,0.4,330,2590864,1,2553.0
1305,568684,115,bushwick,Entire home,370,6,0.09,365,2798644,1,2553.0
1306,568743,151,east village,Entire home,2,214,2.53,256,627217,3,3241.0
1307,570218,130,fort greene,Entire home,2,11,0.13,0,2805772,1,3174.0
1308,570750,180,crown heights,Entire home,2,221,2.6,264,2806561,1,2321.0
1309,571564,95,crown heights,Private room,1,123,1.47,359,1141935,3,2321.0
1310,573612,79,harlem,Private room,1,132,1.56,335,2270624,2,2609.0
1311,573671,60,bedford stuyvesant,Private room,30,41,0.65,245,2822805,8,2442.0
1312,573795,133,east flatbush,Entire home,4,104,1.32,338,38513,1,2131.0
1313,573870,120,upper west side,Entire home,30,18,0.22,337,1385157,5,3749.0
1314,575061,120,williamsburg,Private room,2,143,4.14,102,2828813,1,3352.0
1315,576227,700,harlem,Private room,28,4,0.05,22,2834840,1,2609.0
1316,576426,165,hells kitchen,Entire home,3,25,0.3,0,426725,1,3796.0
1317,576916,165,upper west side,Entire home,4,4,0.05,0,2837527,1,3749.0
1318,577324,54,ditmars steinway,Entire home,45,198,2.33,80,2839267,1,2287.0
1319,577703,100,east village,Entire home,5,6,0.07,0,2841175,1,3241.0
1320,577824,80,crown heights,Private room,7,10,0.48,365,2841374,1,2321.0
1321,578267,96,chinatown,Private room,19,30,0.36,165,1449904,1,2531.0
1322,578941,159,park slope,Entire home,2,4,0.08,0,2847655,1,3172.0
1323,579716,50,south slope,Private room,2,201,2.42,54,2851409,1,2575.0
1324,580323,75,east harlem,Private room,2,51,0.61,77,2311767,1,2664.0
1325,581180,155,clinton hill,Entire home,30,63,0.75,249,2775107,1,3057.0
1326,581421,150,greenpoint,Private room,2,28,0.59,72,2861848,1,3974.0
1327,581542,92,arverne,Entire home,1,55,0.66,8,2861854,1,1685.0
1328,582272,75,greenpoint,Private room,5,1,0.13,0,2712129,1,3974.0
1329,582372,69,astoria,Private room,40,23,0.27,207,733370,1,2620.0
1330,583337,115,carroll gardens,Entire home,4,61,0.72,15,2874587,1,3194.0
1331,583352,120,east village,Entire home,60,5,0.06,0,2423042,1,3241.0
1332,584122,120,hells kitchen,Private room,2,67,0.8,179,2878358,1,3796.0
1333,585369,215,greenwich village,Entire home,30,110,1.3,332,911596,1,3727.0
1334,585491,195,crown heights,Entire home,2,160,1.95,255,2886652,1,2321.0
